filename,channel,rate,label,score,detected,time_sec
aditya-sethia-6f1FHlC080A-unsplash.png,R,0,0,0,0,0.022565841674804688
aditya-sethia-ip25moYmzaw-unsplash.png,R,0,0,0,0,0.023014307022094727
aditya-sethia-n3S3byJlHBk-unsplash.png,R,0,0,0,0,0.03847908973693848
adrian-kuma-pLwqsVFhAbg-unsplash.png,R,0,0,0,0,0.027507781982421875
alexander-tsang-lps5cLZ6j2g-unsplash.png,R,0,0,0,0,0.03751564025878906
alexandre-boucey-CDxeDdf9WB4-unsplash.png,R,0,0,0,0,0.030389070510864258
amy-dsouza--dUpJStSCfw-unsplash.png,R,0,0,0,0,0.021420001983642578
andreea-v-smgqIwTvf0M-unsplash.png,R,0,0,0,0,0.02494049072265625
anna-delliou--Zjsn9sUxto-unsplash.png,R,0,0,0,0,0.027070999145507812
anna-ogiienko-DM2Gr9U7lHo-unsplash.png,R,0,0,0,0,0.025302648544311523
anusha-barwa-ppKcYi1CXcI-unsplash.png,R,0,0,0,0,0.018274784088134766
arunjith-nattika-7FEsBOHAZi8-unsplash.png,R,0,0,0,0,0.01766800880432129
arunjith-nattika-IN_cuy-07DQ-unsplash.png,R,0,0,0,0,0.020221233367919922
arunjith-nattika-UDZyhW7wi5k-unsplash.png,R,0,0,0,0,0.020365476608276367
arunjith-nattika-puCwEtQRbY4-unsplash.png,R,0,0,0,0,0.023123741149902344
atharva-whaval-v04I1xrOY_k-unsplash.png,R,0,0,0,0,0.024031400680541992
bohdan-turchyk-JIba3lvYNSo-unsplash.png,R,0,0,0,0,0.02093791961669922
caleb-woods-kwEIP4ifUsg-unsplash.png,R,0,0,0,0,0.02185201644897461
cedric-vt-IuJc2qh2TcA-unsplash.png,R,0,0,0,0,0.019271373748779297
cesar-boaventura-PaxqKH21xYU-unsplash.png,R,0,0,0,0,0.025066375732421875
charlie-deets-TKgOIwPVmkg-unsplash.png,R,0,0,0,0,0.02052450180053711
crea_-tenew7-8xyY-Z_FLsQ-unsplash.png,R,0,0,0,0,0.03592109680175781
dan-cristian-padure-CAFrWrUX_8k-unsplash.png,R,0,0,0,0,0.043036460876464844
daniel-fox-bB3R8Oq8d3s-unsplash.png,R,0,0,0,0,0.02928447723388672
dary-lam-aWi-h-5LAIo-unsplash.png,R,0,0,0,0,0.03864908218383789
default-cameraman-jxYBtmmeSgA-unsplash.png,R,0,0,0,0,0.030184030532836914
diana-rafira-0OTOmSTsLjc-unsplash.png,R,0,0,0,0,0.027239084243774414
dong-cheng-wTJhPgoMJ-E-unsplash.png,R,0,0,0,0,0.031024694442749023
erika-lowe-_omWvydhvYI-unsplash.png,R,0,0,0,0,0.03247976303100586
eunkwang-choi-0IZog-f0R_M-unsplash.png,R,0,0,0,0,0.027863025665283203
fahrul-razi-Q3AMrYJw_9w-unsplash.png,R,0,0,0,0,0.023979902267456055
fr0ggy5-Eo_ncrYjvO4-unsplash.png,R,0,0,0,0,0.025272369384765625
fr0ggy5-XH8_H2QN7gs-unsplash.png,R,0,0,0,0,0.027019023895263672
fr0ggy5-n4CsSYz4V5A-unsplash.png,R,0,0,0,0,0.025120258331298828
fr0ggy5-uCGY3dWJezw-unsplash.png,R,0,0,0,0,0.0260312557220459
fr0ggy5-yWHgoN2O3F8-unsplash.png,R,0,0,0,0,0.036720991134643555
francesco-ungaro-48bZh32St1Q-unsplash.png,R,0,0,0,0,0.059883832931518555
frecia-chirinos-Hvd7GD10xRs-unsplash.png,R,0,0,0,0,0.047837257385253906
geoff-oliver-_11WJbxYZ6U-unsplash.png,R,0,0,0,0,0.04817390441894531
geoff-oliver-iQBaXwl7AVo-unsplash.png,R,0,0,0,0,0.03548836708068848
gleb-khodiakov-0VrQIF-jYAY-unsplash.png,R,0,0,0,0,0.03283190727233887
hanmer-zh-CVS4kWJaYLs-unsplash.png,R,0,0,0,0,0.039396047592163086
ivan-stepanov-K-rlmMEHDxc-unsplash.png,R,0,0,0,0,0.03792881965637207
jack1007-1WiR5zUsaPo-unsplash.png,R,0,0,0,0,0.030516386032104492
jan-kopriva-IZ7W626JoQs-unsplash.png,R,0,0,0,0,0.03613567352294922
joylynn-goh-QyC9YXSbqqU-unsplash.png,R,0,0,0,0,0.03384804725646973
julia-kadel-T0YlQSzr7lE-unsplash.png,R,0,0,0,0,0.029810190200805664
kaan-melhemci-k9YK2onsceE-unsplash.png,R,0,0,0,0,0.034296512603759766
kabo-BHJs5TZ-Nt0-unsplash.png,R,0,0,0,0,0.025933265686035156
kabo-NjWZ07sPEJE-unsplash.png,R,0,0,0,0,0.03146481513977051
kabo-OouGoqQuf64-unsplash.png,R,0,0,0,0,0.02980637550354004
kabo-ng9yenZfeuI-unsplash.png,R,0,0,0,0,0.03261208534240723
kabo-p6yH8VmGqxo-unsplash.png,R,0,0,0,0,0.033590078353881836
kabo-sR0cTmQHPug-unsplash.png,R,0,0,0,0,0.035269737243652344
kari-shea-FilM6ng7VGQ-unsplash.png,R,0,0,0,0,0.025374889373779297
king-cho-EuX29PhTNdw-unsplash.png,R,0,0,0,0,0.03152656555175781
le-thanh-son-aATmDHlAuPc-unsplash.png,R,0,0,0,0,0.02953338623046875
le-thanh-son-jUm_j2QCmIg-unsplash.png,R,0,0,0,0,0.027776002883911133
maicol-santos-JI7aL1aMLHc-unsplash.png,R,0,0,0,0,0.027413368225097656
marie-michele-bouchard-9MXrPaCvDps-unsplash.png,R,0,0,0,0,0.024077892303466797
megan-lee-39qcA9ExQnE-unsplash.png,R,0,0,0,0,0.01996588706970215
melanie-andersen-Agbtans6EUM-unsplash.png,R,0,0,0,0,0.048508405685424805
melanie-andersen-da0u7-jIVrc-unsplash.png,R,0,0,0,0,0.059278011322021484
michael-kater-UTREkJVIphU-unsplash.png,R,0,0,0,0,0.05108022689819336
mishal-ibrahim-DoETxFMxhOY-unsplash.png,R,0,0,0,0,0.05959773063659668
muhammad-shah-zeb-LFCXaxok7oo-unsplash.png,R,0,0,0,0,0.04434347152709961
niranjan-ePZevrGGVJ4-unsplash.png,R,0,0,0,0,0.022408008575439453
noor-yoosuf-e0rVIjVzpxU-unsplash.png,R,0,0,0,0,0.02638387680053711
omar-d-o5TP_3E6nZw-unsplash.png,R,0,0,0,0,0.030309677124023438
payam-moin-afshari-cSCJvz0gzu4-unsplash.png,R,0,0,0,0,0.036055803298950195
phan-th-thu-trang-0O--QJaJTYA-unsplash.png,R,0,0,0,0,0.031447410583496094
phan-th-thu-trang-5hYQSmNO9v8-unsplash.png,R,0,0,0,0,0.03296780586242676
phan-th-thu-trang-bKf-eNK97Ns-unsplash.png,R,0,0,0,0,0.029232501983642578
piotr-musiol-Ch7KyTTSc4Y-unsplash.png,R,0,0,0,0,0.03874945640563965
rene-peters-kD4AXcuvnTE-unsplash.png,R,0,0,0,0,0.032169342041015625
rohan-On8712CI0qE-unsplash.png,R,0,0,0,0,0.027597427368164062
rohan-Ot3wUfyb3ZY-unsplash.png,R,0,0,0,0,0.030658721923828125
rohan-za04zuQO-Qo-unsplash.png,R,0,0,0,0,0.03712916374206543
rusty-watson-E4P3d5MxGro-unsplash.png,R,0,0,0,0,0.03335857391357422
saatvik-parab-MzXJQpXt1jU-unsplash.png,R,0,0,0,0,0.028655529022216797
sabina-sturzu-sHtJeNIzPe8-unsplash.png,R,0,0,0,0,0.03171181678771973
saso-tusar-yP19KADwhEI-unsplash.png,R,0,0,0,0,0.03288388252258301
shiwa-Dh-B7mQxvK0-unsplash.png,R,0,0,0,0,0.03517770767211914
silviannnm-VsEk4cIlNk0-unsplash.png,R,0,0,0,0,0.025350093841552734
stanislav-pasikov-Ib-OzLm56Bg-unsplash.png,R,0,0,0,0,0.019177913665771484
stefan-stevsic-oyQMcChgkbQ-unsplash.png,R,0,0,0,0,0.03094935417175293
the-lucky-neko-2R0JNId-rwg-unsplash.png,R,0,0,0,0,0.026494503021240234
the-lucky-neko-5RrtQPVK-lI-unsplash.png,R,0,0,0,0,0.03896903991699219
