filename,channel,rate,label,score,predicted,time_sec
jan-kopriva-IZ7W626JoQs-unsplash.png,R,0,0,0,0,0.019979000091552734
joylynn-goh-QyC9YXSbqqU-unsplash.png,R,0,0,0,0,0.017227649688720703
julia-kadel-T0YlQSzr7lE-unsplash.png,R,0,0,0,0,0.015822649002075195
kaan-melhemci-k9YK2onsceE-unsplash.png,R,0,0,0,0,0.018770456314086914
kabo-BHJs5TZ-Nt0-unsplash.png,R,0,0,0,0,0.01990652084350586
kabo-NjWZ07sPEJE-unsplash.png,R,0,0,0,0,0.019815683364868164
kabo-OouGoqQuf64-unsplash.png,R,0,0,0,0,0.023189067840576172
kabo-ng9yenZfeuI-unsplash.png,R,0,0,0,0,0.0181427001953125
kabo-p6yH8VmGqxo-unsplash.png,R,0,0,0,0,0.018949031829833984
kabo-sR0cTmQHPug-unsplash.png,R,0,0,0,0,0.02031230926513672
kari-shea-FilM6ng7VGQ-unsplash.png,R,0,0,0,0,0.017872333526611328
king-cho-EuX29PhTNdw-unsplash.png,R,0,0,0,0,0.018344402313232422
le-thanh-son-aATmDHlAuPc-unsplash.png,R,0,0,0,0,0.019141435623168945
le-thanh-son-jUm_j2QCmIg-unsplash.png,R,0,0,0,0,0.016388654708862305
maicol-santos-JI7aL1aMLHc-unsplash.png,R,0,0,0,0,0.022300004959106445
marie-michele-bouchard-9MXrPaCvDps-unsplash.png,R,0,0,0,0,0.02367401123046875
megan-lee-39qcA9ExQnE-unsplash.png,R,0,0,0,0,0.018675565719604492
melanie-andersen-Agbtans6EUM-unsplash.png,R,0,0,0,0,0.028319597244262695
melanie-andersen-da0u7-jIVrc-unsplash.png,R,0,0,0,0,0.03372478485107422
michael-kater-UTREkJVIphU-unsplash.png,R,0,0,0,0,0.02674126625061035
mishal-ibrahim-DoETxFMxhOY-unsplash.png,R,0,0,0,0,0.022426605224609375
muhammad-shah-zeb-LFCXaxok7oo-unsplash.png,R,0,0,0,0,0.02075648307800293
niranjan-ePZevrGGVJ4-unsplash.png,R,0,0,0,0,0.023465394973754883
noor-yoosuf-e0rVIjVzpxU-unsplash.png,R,0,0,0,0,0.04214811325073242
omar-d-o5TP_3E6nZw-unsplash.png,R,0,0,0,0,0.020243406295776367
payam-moin-afshari-cSCJvz0gzu4-unsplash.png,R,0,0,0,0,0.018569469451904297
phan-th-thu-trang-0O--QJaJTYA-unsplash.png,R,0,0,0,0,0.015580415725708008
phan-th-thu-trang-5hYQSmNO9v8-unsplash.png,R,0,0,0,0,0.017997026443481445
phan-th-thu-trang-bKf-eNK97Ns-unsplash.png,R,0,0,0,0,0.015656471252441406
piotr-musiol-Ch7KyTTSc4Y-unsplash.png,R,0,0,0,0,0.019127607345581055
rene-peters-kD4AXcuvnTE-unsplash.png,R,0,0,0,0,0.0182187557220459
rohan-On8712CI0qE-unsplash.png,R,0,0,0,0,0.01875472068786621
rohan-Ot3wUfyb3ZY-unsplash.png,R,0,0,0,0,0.01823568344116211
rohan-za04zuQO-Qo-unsplash.png,R,0,0,0,0,0.017454147338867188
rusty-watson-E4P3d5MxGro-unsplash.png,R,0,0,0,0,0.07590103149414062
saatvik-parab-MzXJQpXt1jU-unsplash.png,R,0,0,0,0,0.017606735229492188
sabina-sturzu-sHtJeNIzPe8-unsplash.png,R,0,0,0,0,0.01802349090576172
saso-tusar-yP19KADwhEI-unsplash.png,R,0,0,0,0,0.016269207000732422
shiwa-Dh-B7mQxvK0-unsplash.png,R,0,0,0,0,0.014710426330566406
silviannnm-VsEk4cIlNk0-unsplash.png,R,0,0,0,0,0.028881549835205078
stanislav-pasikov-Ib-OzLm56Bg-unsplash.png,R,0,0,0,0,0.02099442481994629
stefan-stevsic-oyQMcChgkbQ-unsplash.png,R,0,0,0,0,0.022746562957763672
the-lucky-neko-2R0JNId-rwg-unsplash.png,R,0,0,0,0,0.02009272575378418
the-lucky-neko-5RrtQPVK-lI-unsplash.png,R,0,0,0,0,0.019669055938720703
the-lucky-neko-AH7JYgyAlqA-unsplash.png,R,0,0,0,0,0.01584458351135254
the-lucky-neko-BFsfZQeXAx8-unsplash.png,R,0,0,0,0,0.01872086524963379
the-lucky-neko-MEQFUHzCtAo-unsplash.png,R,0,0,0,0,0.019035816192626953
the-lucky-neko-WNoYQaAtCfo-unsplash.png,R,0,0,0,0,0.01805853843688965
the-lucky-neko-rplhB9mYF48-unsplash.png,R,0,0,0,0,0.02025437355041504
the-lucky-neko-tUTlUel_Nvs-unsplash.png,R,0,0,0,0,0.015004396438598633
the3dragons-slvc2JXOmHk-unsplash.png,R,0,0,0,0,0.015259265899658203
volodymyr-dobrovolskyy-ZwGAbvobBuw-unsplash.png,R,0,0,0,0,0.018209218978881836
wesley-balten-Mw7buviae0A-unsplash.png,R,0,0,0,0,0.01959514617919922
yana-hurska-8lu-Dy_6V6U-unsplash.png,R,0,0,0,0,0.019360065460205078
yansi-keim-koqiEVtbLWI-unsplash.png,R,0,0,0,0,0.01934528350830078
yibo-wang-AJsrtjmNFuU-unsplash.png,R,0,0,0,0,0.022449254989624023
aditya-sethia-6f1FHlC080A-unsplash.png,R,15,1,119,1,0.016840457916259766
aditya-sethia-ip25moYmzaw-unsplash.png,R,15,1,102,1,0.016798019409179688
aditya-sethia-n3S3byJlHBk-unsplash.png,R,15,1,116,1,0.01524209976196289
adrian-kuma-pLwqsVFhAbg-unsplash.png,R,15,1,103,1,0.022078275680541992
alexander-tsang-lps5cLZ6j2g-unsplash.png,R,15,1,104,1,0.021867752075195312
alexandre-boucey-CDxeDdf9WB4-unsplash.png,R,15,1,119,1,0.02172088623046875
amy-dsouza--dUpJStSCfw-unsplash.png,R,15,1,128,1,0.01420736312866211
andreea-v-smgqIwTvf0M-unsplash.png,R,15,1,115,1,0.016850948333740234
anna-delliou--Zjsn9sUxto-unsplash.png,R,15,1,105,1,0.014535188674926758
anna-ogiienko-DM2Gr9U7lHo-unsplash.png,R,15,1,121,1,0.02012014389038086
anusha-barwa-ppKcYi1CXcI-unsplash.png,R,15,1,123,1,0.019864320755004883
arunjith-nattika-7FEsBOHAZi8-unsplash.png,R,15,1,115,1,0.016269683837890625
arunjith-nattika-IN_cuy-07DQ-unsplash.png,R,15,1,122,1,0.016012191772460938
arunjith-nattika-UDZyhW7wi5k-unsplash.png,R,15,1,120,1,0.01673126220703125
arunjith-nattika-puCwEtQRbY4-unsplash.png,R,15,1,113,1,0.015299797058105469
atharva-whaval-v04I1xrOY_k-unsplash.png,R,15,1,119,1,0.01849651336669922
bohdan-turchyk-JIba3lvYNSo-unsplash.png,R,15,1,112,1,0.018346071243286133
caleb-woods-kwEIP4ifUsg-unsplash.png,R,15,1,108,1,0.01502537727355957
cedric-vt-IuJc2qh2TcA-unsplash.png,R,15,1,120,1,0.01567554473876953
cesar-boaventura-PaxqKH21xYU-unsplash.png,R,15,1,126,1,0.018286943435668945
charlie-deets-TKgOIwPVmkg-unsplash.png,R,15,1,99,1,0.016727209091186523
crea_-tenew7-8xyY-Z_FLsQ-unsplash.png,R,15,1,124,1,0.02859950065612793
dan-cristian-padure-CAFrWrUX_8k-unsplash.png,R,15,1,121,1,0.022943973541259766
daniel-fox-bB3R8Oq8d3s-unsplash.png,R,15,1,126,1,0.01559901237487793
dary-lam-aWi-h-5LAIo-unsplash.png,R,15,1,101,1,0.015211105346679688
default-cameraman-jxYBtmmeSgA-unsplash.png,R,15,1,121,1,0.017477750778198242
diana-rafira-0OTOmSTsLjc-unsplash.png,R,15,1,122,1,0.01685476303100586
dong-cheng-wTJhPgoMJ-E-unsplash.png,R,15,1,121,1,0.01963663101196289
erika-lowe-_omWvydhvYI-unsplash.png,R,15,1,130,1,0.017692089080810547
eunkwang-choi-0IZog-f0R_M-unsplash.png,R,15,1,127,1,0.01689434051513672
fahrul-razi-Q3AMrYJw_9w-unsplash.png,R,15,1,125,1,0.013697624206542969
fr0ggy5-Eo_ncrYjvO4-unsplash.png,R,15,1,119,1,0.017653465270996094
fr0ggy5-XH8_H2QN7gs-unsplash.png,R,15,1,117,1,0.018506765365600586
fr0ggy5-n4CsSYz4V5A-unsplash.png,R,15,1,128,1,0.019434452056884766
fr0ggy5-uCGY3dWJezw-unsplash.png,R,15,1,121,1,0.01910996437072754
fr0ggy5-yWHgoN2O3F8-unsplash.png,R,15,1,108,1,0.01662731170654297
francesco-ungaro-48bZh32St1Q-unsplash.png,R,15,1,128,1,0.015701770782470703
frecia-chirinos-Hvd7GD10xRs-unsplash.png,R,15,1,119,1,0.021027565002441406
geoff-oliver-_11WJbxYZ6U-unsplash.png,R,15,1,131,1,0.014833927154541016
geoff-oliver-iQBaXwl7AVo-unsplash.png,R,15,1,130,1,0.018182754516601562
gleb-khodiakov-0VrQIF-jYAY-unsplash.png,R,15,1,116,1,0.01586174964904785
hanmer-zh-CVS4kWJaYLs-unsplash.png,R,15,1,107,1,0.01560664176940918
ivan-stepanov-K-rlmMEHDxc-unsplash.png,R,15,1,113,1,0.016083240509033203
jack1007-1WiR5zUsaPo-unsplash.png,R,15,1,100,1,0.01793956756591797
jan-kopriva-IZ7W626JoQs-unsplash.png,R,15,1,103,1,0.017065763473510742
joylynn-goh-QyC9YXSbqqU-unsplash.png,R,15,1,121,1,0.018908977508544922
julia-kadel-T0YlQSzr7lE-unsplash.png,R,15,1,127,1,0.01809215545654297
kaan-melhemci-k9YK2onsceE-unsplash.png,R,15,1,127,1,0.022350549697875977
kabo-BHJs5TZ-Nt0-unsplash.png,R,15,1,106,1,0.026189088821411133
kabo-NjWZ07sPEJE-unsplash.png,R,15,1,82,1,0.022885560989379883
kabo-OouGoqQuf64-unsplash.png,R,15,1,114,1,0.01565098762512207
kabo-ng9yenZfeuI-unsplash.png,R,15,1,111,1,0.02578425407409668
kabo-p6yH8VmGqxo-unsplash.png,R,15,1,112,1,0.01890254020690918
kabo-sR0cTmQHPug-unsplash.png,R,15,1,91,1,0.014856815338134766
kari-shea-FilM6ng7VGQ-unsplash.png,R,15,1,109,1,0.015101432800292969
king-cho-EuX29PhTNdw-unsplash.png,R,15,1,125,1,0.017057418823242188
le-thanh-son-aATmDHlAuPc-unsplash.png,R,15,1,93,1,0.017361879348754883
le-thanh-son-jUm_j2QCmIg-unsplash.png,R,15,1,96,1,0.018587350845336914
maicol-santos-JI7aL1aMLHc-unsplash.png,R,15,1,106,1,0.02016758918762207
marie-michele-bouchard-9MXrPaCvDps-unsplash.png,R,15,1,101,1,0.017001628875732422
megan-lee-39qcA9ExQnE-unsplash.png,R,15,1,117,1,0.015181779861450195
melanie-andersen-Agbtans6EUM-unsplash.png,R,15,1,126,1,0.024248361587524414
melanie-andersen-da0u7-jIVrc-unsplash.png,R,15,1,134,1,0.015329360961914062
michael-kater-UTREkJVIphU-unsplash.png,R,15,1,107,1,0.01927947998046875
mishal-ibrahim-DoETxFMxhOY-unsplash.png,R,15,1,116,1,0.018299579620361328
muhammad-shah-zeb-LFCXaxok7oo-unsplash.png,R,15,1,114,1,0.015553951263427734
niranjan-ePZevrGGVJ4-unsplash.png,R,15,1,100,1,0.015639781951904297
noor-yoosuf-e0rVIjVzpxU-unsplash.png,R,15,1,111,1,0.017119646072387695
omar-d-o5TP_3E6nZw-unsplash.png,R,15,1,122,1,0.01908135414123535
payam-moin-afshari-cSCJvz0gzu4-unsplash.png,R,15,1,118,1,0.019189834594726562
phan-th-thu-trang-0O--QJaJTYA-unsplash.png,R,15,1,105,1,0.020540952682495117
phan-th-thu-trang-5hYQSmNO9v8-unsplash.png,R,15,1,123,1,0.014789104461669922
phan-th-thu-trang-bKf-eNK97Ns-unsplash.png,R,15,1,118,1,0.02290964126586914
piotr-musiol-Ch7KyTTSc4Y-unsplash.png,R,15,1,125,1,0.019782066345214844
rene-peters-kD4AXcuvnTE-unsplash.png,R,15,1,126,1,0.016209840774536133
rohan-On8712CI0qE-unsplash.png,R,15,1,120,1,0.01919722557067871
rohan-Ot3wUfyb3ZY-unsplash.png,R,15,1,121,1,0.018945693969726562
rohan-za04zuQO-Qo-unsplash.png,R,15,1,121,1,0.01560211181640625
rusty-watson-E4P3d5MxGro-unsplash.png,R,15,1,121,1,0.01638317108154297
saatvik-parab-MzXJQpXt1jU-unsplash.png,R,15,1,93,1,0.019028425216674805
sabina-sturzu-sHtJeNIzPe8-unsplash.png,R,15,1,115,1,0.01851677894592285
saso-tusar-yP19KADwhEI-unsplash.png,R,15,1,128,1,0.017697572708129883
shiwa-Dh-B7mQxvK0-unsplash.png,R,15,1,117,1,0.019376039505004883
silviannnm-VsEk4cIlNk0-unsplash.png,R,15,1,119,1,0.016320466995239258
stanislav-pasikov-Ib-OzLm56Bg-unsplash.png,R,15,1,122,1,0.0160372257232666
stefan-stevsic-oyQMcChgkbQ-unsplash.png,R,15,1,101,1,0.018541336059570312
the-lucky-neko-2R0JNId-rwg-unsplash.png,R,15,1,115,1,0.016672372817993164
the-lucky-neko-5RrtQPVK-lI-unsplash.png,R,15,1,117,1,0.019916772842407227
the-lucky-neko-AH7JYgyAlqA-unsplash.png,R,15,1,90,1,0.029362201690673828
the-lucky-neko-BFsfZQeXAx8-unsplash.png,R,15,1,119,1,0.022304296493530273
the-lucky-neko-MEQFUHzCtAo-unsplash.png,R,15,1,119,1,0.01788926124572754
the-lucky-neko-WNoYQaAtCfo-unsplash.png,R,15,1,117,1,0.022489547729492188
the-lucky-neko-rplhB9mYF48-unsplash.png,R,15,1,125,1,0.01515817642211914
the-lucky-neko-tUTlUel_Nvs-unsplash.png,R,15,1,112,1,0.017613887786865234
the3dragons-slvc2JXOmHk-unsplash.png,R,15,1,127,1,0.019079923629760742
volodymyr-dobrovolskyy-ZwGAbvobBuw-unsplash.png,R,15,1,124,1,0.015320301055908203
wesley-balten-Mw7buviae0A-unsplash.png,R,15,1,109,1,0.015678882598876953
yana-hurska-8lu-Dy_6V6U-unsplash.png,R,15,1,130,1,0.01814866065979004
yansi-keim-koqiEVtbLWI-unsplash.png,R,15,1,129,1,0.01887059211730957
yibo-wang-AJsrtjmNFuU-unsplash.png,R,15,1,96,1,0.017459630966186523
aditya-sethia-6f1FHlC080A-unsplash.png,R,25,1,117,1,0.018959760665893555
aditya-sethia-ip25moYmzaw-unsplash.png,R,25,1,97,1,0.01576542854309082
aditya-sethia-n3S3byJlHBk-unsplash.png,R,25,1,123,1,0.017224550247192383
adrian-kuma-pLwqsVFhAbg-unsplash.png,R,25,1,112,1,0.02268052101135254
alexander-tsang-lps5cLZ6j2g-unsplash.png,R,25,1,107,1,0.015931129455566406
alexandre-boucey-CDxeDdf9WB4-unsplash.png,R,25,1,123,1,0.017611265182495117
amy-dsouza--dUpJStSCfw-unsplash.png,R,25,1,123,1,0.018162965774536133
andreea-v-smgqIwTvf0M-unsplash.png,R,25,1,116,1,0.018311738967895508
anna-delliou--Zjsn9sUxto-unsplash.png,R,25,1,104,1,0.017490863800048828
anna-ogiienko-DM2Gr9U7lHo-unsplash.png,R,25,1,124,1,0.0168306827545166
anusha-barwa-ppKcYi1CXcI-unsplash.png,R,25,1,128,1,0.01433873176574707
arunjith-nattika-7FEsBOHAZi8-unsplash.png,R,25,1,123,1,0.01946735382080078
arunjith-nattika-IN_cuy-07DQ-unsplash.png,R,25,1,117,1,0.020975112915039062
arunjith-nattika-UDZyhW7wi5k-unsplash.png,R,25,1,124,1,0.014298439025878906
arunjith-nattika-puCwEtQRbY4-unsplash.png,R,25,1,116,1,0.015341520309448242
atharva-whaval-v04I1xrOY_k-unsplash.png,R,25,1,116,1,0.023688554763793945
bohdan-turchyk-JIba3lvYNSo-unsplash.png,R,25,1,108,1,0.026123046875
caleb-woods-kwEIP4ifUsg-unsplash.png,R,25,1,110,1,0.018804073333740234
cedric-vt-IuJc2qh2TcA-unsplash.png,R,25,1,128,1,0.016870975494384766
cesar-boaventura-PaxqKH21xYU-unsplash.png,R,25,1,124,1,0.014801979064941406
charlie-deets-TKgOIwPVmkg-unsplash.png,R,25,1,113,1,0.013871192932128906
crea_-tenew7-8xyY-Z_FLsQ-unsplash.png,R,25,1,124,1,0.017869949340820312
dan-cristian-padure-CAFrWrUX_8k-unsplash.png,R,25,1,121,1,0.014666318893432617
daniel-fox-bB3R8Oq8d3s-unsplash.png,R,25,1,128,1,0.020397424697875977
dary-lam-aWi-h-5LAIo-unsplash.png,R,25,1,97,1,0.016084909439086914
default-cameraman-jxYBtmmeSgA-unsplash.png,R,25,1,115,1,0.015953540802001953
diana-rafira-0OTOmSTsLjc-unsplash.png,R,25,1,114,1,0.013811349868774414
dong-cheng-wTJhPgoMJ-E-unsplash.png,R,25,1,120,1,0.01672196388244629
erika-lowe-_omWvydhvYI-unsplash.png,R,25,1,129,1,0.016644954681396484
eunkwang-choi-0IZog-f0R_M-unsplash.png,R,25,1,123,1,0.01869821548461914
fahrul-razi-Q3AMrYJw_9w-unsplash.png,R,25,1,125,1,0.01833820343017578
fr0ggy5-Eo_ncrYjvO4-unsplash.png,R,25,1,118,1,0.016154766082763672
fr0ggy5-XH8_H2QN7gs-unsplash.png,R,25,1,120,1,0.01430654525756836
fr0ggy5-n4CsSYz4V5A-unsplash.png,R,25,1,125,1,0.017063617706298828
fr0ggy5-uCGY3dWJezw-unsplash.png,R,25,1,122,1,0.01665806770324707
fr0ggy5-yWHgoN2O3F8-unsplash.png,R,25,1,120,1,0.01970648765563965
francesco-ungaro-48bZh32St1Q-unsplash.png,R,25,1,127,1,0.0178530216217041
frecia-chirinos-Hvd7GD10xRs-unsplash.png,R,25,1,119,1,0.016055822372436523
geoff-oliver-_11WJbxYZ6U-unsplash.png,R,25,1,128,1,0.01567840576171875
geoff-oliver-iQBaXwl7AVo-unsplash.png,R,25,1,122,1,0.018965482711791992
gleb-khodiakov-0VrQIF-jYAY-unsplash.png,R,25,1,120,1,0.014304876327514648
hanmer-zh-CVS4kWJaYLs-unsplash.png,R,25,1,107,1,0.01892995834350586
ivan-stepanov-K-rlmMEHDxc-unsplash.png,R,25,1,114,1,0.015459775924682617
jack1007-1WiR5zUsaPo-unsplash.png,R,25,1,94,1,0.014655590057373047
jan-kopriva-IZ7W626JoQs-unsplash.png,R,25,1,99,1,0.015341520309448242
joylynn-goh-QyC9YXSbqqU-unsplash.png,R,25,1,121,1,0.016695022583007812
julia-kadel-T0YlQSzr7lE-unsplash.png,R,25,1,127,1,0.01690530776977539
kaan-melhemci-k9YK2onsceE-unsplash.png,R,25,1,127,1,0.019704103469848633
kabo-BHJs5TZ-Nt0-unsplash.png,R,25,1,124,1,0.01910257339477539
kabo-NjWZ07sPEJE-unsplash.png,R,25,1,78,1,0.015891551971435547
kabo-OouGoqQuf64-unsplash.png,R,25,1,109,1,0.014894485473632812
kabo-ng9yenZfeuI-unsplash.png,R,25,1,115,1,0.017206907272338867
kabo-p6yH8VmGqxo-unsplash.png,R,25,1,110,1,0.0238497257232666
kabo-sR0cTmQHPug-unsplash.png,R,25,1,98,1,0.018082141876220703
kari-shea-FilM6ng7VGQ-unsplash.png,R,25,1,109,1,0.0173799991607666
king-cho-EuX29PhTNdw-unsplash.png,R,25,1,125,1,0.014053583145141602
le-thanh-son-aATmDHlAuPc-unsplash.png,R,25,1,97,1,0.014935016632080078
le-thanh-son-jUm_j2QCmIg-unsplash.png,R,25,1,89,1,0.040843963623046875
maicol-santos-JI7aL1aMLHc-unsplash.png,R,25,1,105,1,0.03354477882385254
marie-michele-bouchard-9MXrPaCvDps-unsplash.png,R,25,1,104,1,0.05473756790161133
megan-lee-39qcA9ExQnE-unsplash.png,R,25,1,118,1,0.04053306579589844
melanie-andersen-Agbtans6EUM-unsplash.png,R,25,1,130,1,0.03420662879943848
melanie-andersen-da0u7-jIVrc-unsplash.png,R,25,1,129,1,0.028425931930541992
michael-kater-UTREkJVIphU-unsplash.png,R,25,1,105,1,0.035858869552612305
mishal-ibrahim-DoETxFMxhOY-unsplash.png,R,25,1,119,1,0.03389739990234375
muhammad-shah-zeb-LFCXaxok7oo-unsplash.png,R,25,1,118,1,0.021013498306274414
niranjan-ePZevrGGVJ4-unsplash.png,R,25,1,99,1,0.025328874588012695
noor-yoosuf-e0rVIjVzpxU-unsplash.png,R,25,1,116,1,0.019892215728759766
omar-d-o5TP_3E6nZw-unsplash.png,R,25,1,126,1,0.028721332550048828
payam-moin-afshari-cSCJvz0gzu4-unsplash.png,R,25,1,125,1,0.02596306800842285
phan-th-thu-trang-0O--QJaJTYA-unsplash.png,R,25,1,104,1,0.023672103881835938
phan-th-thu-trang-5hYQSmNO9v8-unsplash.png,R,25,1,124,1,0.019384145736694336
phan-th-thu-trang-bKf-eNK97Ns-unsplash.png,R,25,1,121,1,0.022209882736206055
piotr-musiol-Ch7KyTTSc4Y-unsplash.png,R,25,1,123,1,0.016266822814941406
rene-peters-kD4AXcuvnTE-unsplash.png,R,25,1,130,1,0.017528057098388672
rohan-On8712CI0qE-unsplash.png,R,25,1,127,1,0.024129629135131836
rohan-Ot3wUfyb3ZY-unsplash.png,R,25,1,121,1,0.026233196258544922
rohan-za04zuQO-Qo-unsplash.png,R,25,1,122,1,0.02737116813659668
rusty-watson-E4P3d5MxGro-unsplash.png,R,25,1,122,1,0.018880128860473633
saatvik-parab-MzXJQpXt1jU-unsplash.png,R,25,1,88,1,0.016291141510009766
sabina-sturzu-sHtJeNIzPe8-unsplash.png,R,25,1,125,1,0.018633604049682617
saso-tusar-yP19KADwhEI-unsplash.png,R,25,1,125,1,0.019077062606811523
shiwa-Dh-B7mQxvK0-unsplash.png,R,25,1,124,1,0.019910573959350586
silviannnm-VsEk4cIlNk0-unsplash.png,R,25,1,118,1,0.02153158187866211
stanislav-pasikov-Ib-OzLm56Bg-unsplash.png,R,25,1,123,1,0.019940614700317383
stefan-stevsic-oyQMcChgkbQ-unsplash.png,R,25,1,96,1,0.01714611053466797
the-lucky-neko-2R0JNId-rwg-unsplash.png,R,25,1,120,1,0.01676154136657715
the-lucky-neko-5RrtQPVK-lI-unsplash.png,R,25,1,114,1,0.03780364990234375
the-lucky-neko-AH7JYgyAlqA-unsplash.png,R,25,1,101,1,0.025108814239501953
the-lucky-neko-BFsfZQeXAx8-unsplash.png,R,25,1,114,1,0.032807111740112305
the-lucky-neko-MEQFUHzCtAo-unsplash.png,R,25,1,124,1,0.029933452606201172
the-lucky-neko-WNoYQaAtCfo-unsplash.png,R,25,1,124,1,0.025855541229248047
the-lucky-neko-rplhB9mYF48-unsplash.png,R,25,1,126,1,0.02725505828857422
the-lucky-neko-tUTlUel_Nvs-unsplash.png,R,25,1,122,1,0.028792142868041992
the3dragons-slvc2JXOmHk-unsplash.png,R,25,1,132,1,0.023499488830566406
volodymyr-dobrovolskyy-ZwGAbvobBuw-unsplash.png,R,25,1,115,1,0.030907154083251953
wesley-balten-Mw7buviae0A-unsplash.png,R,25,1,111,1,0.029072999954223633
yana-hurska-8lu-Dy_6V6U-unsplash.png,R,25,1,132,1,0.026956558227539062
yansi-keim-koqiEVtbLWI-unsplash.png,R,25,1,129,1,0.01746988296508789
yibo-wang-AJsrtjmNFuU-unsplash.png,R,25,1,97,1,0.019833087921142578
aditya-sethia-6f1FHlC080A-unsplash.png,R,35,1,119,1,0.019335508346557617
aditya-sethia-ip25moYmzaw-unsplash.png,R,35,1,100,1,0.02297043800354004
aditya-sethia-n3S3byJlHBk-unsplash.png,R,35,1,119,1,0.021224260330200195
adrian-kuma-pLwqsVFhAbg-unsplash.png,R,35,1,107,1,0.015323400497436523
alexander-tsang-lps5cLZ6j2g-unsplash.png,R,35,1,110,1,0.02092909812927246
alexandre-boucey-CDxeDdf9WB4-unsplash.png,R,35,1,123,1,0.023895263671875
amy-dsouza--dUpJStSCfw-unsplash.png,R,35,1,126,1,0.021510839462280273
