filename,channel,rate,label,detected,R_blocks,S_blocks,U_blocks,time_sec
amy-dsouza--dUpJStSCfw-unsplash.png,R,15,1,0,33267,32269,0,2.5986790657043457
andreea-v-smgqIwTvf0M-unsplash.png,R,15,1,0,33086,32450,0,1.778679370880127
anna-delliou--Zjsn9sUxto-unsplash.png,R,15,1,0,33341,32195,0,4.837389707565308
anna-ogiienko-DM2Gr9U7lHo-unsplash.png,R,15,1,0,39007,26529,0,1.5888416767120361
anusha-barwa-ppKcYi1CXcI-unsplash.png,R,15,1,0,34677,30859,0,1.8393421173095703
arunjith-nattika-7FEsBOHAZi8-unsplash.png,R,15,1,0,38275,27261,0,1.6999218463897705
arunjith-nattika-IN_cuy-07DQ-unsplash.png,R,15,1,0,34524,31012,0,1.6869659423828125
arunjith-nattika-UDZyhW7wi5k-unsplash.png,R,15,1,0,35986,29550,0,1.7422661781311035
arunjith-nattika-puCwEtQRbY4-unsplash.png,R,15,1,0,38538,26998,0,1.5722720623016357
atharva-whaval-v04I1xrOY_k-unsplash.png,R,15,1,0,33597,31939,0,1.625830888748169
bohdan-turchyk-JIba3lvYNSo-unsplash.png,R,15,1,0,35957,29579,0,1.926499366760254
caleb-woods-kwEIP4ifUsg-unsplash.png,R,15,1,0,33842,31694,0,1.5797626972198486
cedric-vt-IuJc2qh2TcA-unsplash.png,R,15,1,0,40916,24620,0,1.586918592453003
cesar-boaventura-PaxqKH21xYU-unsplash.png,R,15,1,0,33574,31962,0,1.8056585788726807
charlie-deets-TKgOIwPVmkg-unsplash.png,R,15,1,0,36513,29023,0,1.7890081405639648
crea_-tenew7-8xyY-Z_FLsQ-unsplash.png,R,15,1,0,33039,32497,0,2.039811134338379
dan-cristian-padure-CAFrWrUX_8k-unsplash.png,R,15,1,0,33353,32183,0,1.7363145351409912
daniel-fox-bB3R8Oq8d3s-unsplash.png,R,15,1,0,33415,32121,0,1.5726795196533203
dary-lam-aWi-h-5LAIo-unsplash.png,R,15,1,0,33770,31766,0,1.5722267627716064
default-cameraman-jxYBtmmeSgA-unsplash.png,R,15,1,0,33163,32373,0,1.9491260051727295
diana-rafira-0OTOmSTsLjc-unsplash.png,R,15,1,0,44535,21001,0,1.6129541397094727
dong-cheng-wTJhPgoMJ-E-unsplash.png,R,15,1,0,35795,29741,0,4.248444080352783
erika-lowe-_omWvydhvYI-unsplash.png,R,15,1,0,39686,25850,0,2.829087018966675
eunkwang-choi-0IZog-f0R_M-unsplash.png,R,15,1,0,40670,24866,0,3.2641003131866455
fahrul-razi-Q3AMrYJw_9w-unsplash.png,R,15,1,0,35392,30144,0,2.681084156036377
fr0ggy5-Eo_ncrYjvO4-unsplash.png,R,15,1,0,35320,30216,0,1.5471715927124023
fr0ggy5-XH8_H2QN7gs-unsplash.png,R,15,1,0,33740,31796,0,1.8933954238891602
fr0ggy5-n4CsSYz4V5A-unsplash.png,R,15,1,0,36070,29466,0,2.292849063873291
fr0ggy5-uCGY3dWJezw-unsplash.png,R,15,1,0,38939,26597,0,3.0038328170776367
fr0ggy5-yWHgoN2O3F8-unsplash.png,R,15,1,0,33624,31912,0,1.9915847778320312
francesco-ungaro-48bZh32St1Q-unsplash.png,R,15,1,0,34919,30617,0,2.383723735809326
frecia-chirinos-Hvd7GD10xRs-unsplash.png,R,15,1,0,38493,27043,0,3.3881664276123047
geoff-oliver-_11WJbxYZ6U-unsplash.png,R,15,1,0,33236,32300,0,3.128081798553467
geoff-oliver-iQBaXwl7AVo-unsplash.png,R,15,1,0,34203,31333,0,2.19840669631958
gleb-khodiakov-0VrQIF-jYAY-unsplash.png,R,15,1,0,39394,26142,0,4.7327561378479
hanmer-zh-CVS4kWJaYLs-unsplash.png,R,15,1,0,35170,30366,0,2.68965744972229
ivan-stepanov-K-rlmMEHDxc-unsplash.png,R,15,1,0,36483,29053,0,3.493119478225708
jack1007-1WiR5zUsaPo-unsplash.png,R,15,1,0,41156,24380,0,3.0123307704925537
jan-kopriva-IZ7W626JoQs-unsplash.png,R,15,1,0,32794,32742,0,1.9352035522460938
joylynn-goh-QyC9YXSbqqU-unsplash.png,R,15,1,0,37349,28187,0,1.573798656463623
julia-kadel-T0YlQSzr7lE-unsplash.png,R,15,1,0,36582,28954,0,1.9848318099975586
kaan-melhemci-k9YK2onsceE-unsplash.png,R,15,1,0,33160,32376,0,1.8990092277526855
kabo-BHJs5TZ-Nt0-unsplash.png,R,15,1,0,38851,26685,0,2.0884079933166504
kabo-NjWZ07sPEJE-unsplash.png,R,15,1,0,41246,24290,0,2.118284225463867
kabo-OouGoqQuf64-unsplash.png,R,15,1,0,42166,23370,0,1.629394769668579
kabo-ng9yenZfeuI-unsplash.png,R,15,1,0,37957,27579,0,2.906830072402954
kabo-p6yH8VmGqxo-unsplash.png,R,15,1,0,38119,27417,0,1.7327890396118164
kabo-sR0cTmQHPug-unsplash.png,R,15,1,0,40267,25269,0,1.5766375064849854
kari-shea-FilM6ng7VGQ-unsplash.png,R,15,1,0,43577,21959,0,1.5213980674743652
king-cho-EuX29PhTNdw-unsplash.png,R,15,1,0,35767,29769,0,4.251216411590576
le-thanh-son-aATmDHlAuPc-unsplash.png,R,15,1,0,34934,30602,0,1.6652028560638428
le-thanh-son-jUm_j2QCmIg-unsplash.png,R,15,1,0,34462,31074,0,1.9832653999328613
maicol-santos-JI7aL1aMLHc-unsplash.png,R,15,1,0,39734,25802,0,1.8028180599212646
marie-michele-bouchard-9MXrPaCvDps-unsplash.png,R,15,1,0,37875,27661,0,1.6413962841033936
megan-lee-39qcA9ExQnE-unsplash.png,R,15,1,0,35896,29640,0,1.7370219230651855
melanie-andersen-Agbtans6EUM-unsplash.png,R,15,1,0,34032,31504,0,2.2153685092926025
melanie-andersen-da0u7-jIVrc-unsplash.png,R,15,1,0,34346,31190,0,2.520016670227051
michael-kater-UTREkJVIphU-unsplash.png,R,15,1,0,32975,32561,0,2.030172348022461
mishal-ibrahim-DoETxFMxhOY-unsplash.png,R,15,1,0,42316,23220,0,2.527726411819458
muhammad-shah-zeb-LFCXaxok7oo-unsplash.png,R,15,1,0,41242,24294,0,1.6274611949920654
niranjan-ePZevrGGVJ4-unsplash.png,R,15,1,0,33274,32262,0,1.8317208290100098
noor-yoosuf-e0rVIjVzpxU-unsplash.png,R,15,1,0,35082,30454,0,1.6666264533996582
omar-d-o5TP_3E6nZw-unsplash.png,R,15,1,0,40964,24572,0,1.686661720275879
payam-moin-afshari-cSCJvz0gzu4-unsplash.png,R,15,1,0,39918,25618,0,1.8314886093139648
phan-th-thu-trang-0O--QJaJTYA-unsplash.png,R,15,1,0,34711,30825,0,2.0003490447998047
phan-th-thu-trang-5hYQSmNO9v8-unsplash.png,R,15,1,0,35674,29862,0,1.6451232433319092
phan-th-thu-trang-bKf-eNK97Ns-unsplash.png,R,15,1,0,34151,31385,0,4.14835262298584
piotr-musiol-Ch7KyTTSc4Y-unsplash.png,R,15,1,0,38023,27513,0,1.700119972229004
rene-peters-kD4AXcuvnTE-unsplash.png,R,15,1,0,33632,31904,0,1.903989315032959
rohan-On8712CI0qE-unsplash.png,R,15,1,0,43715,21821,0,1.6081023216247559
rohan-Ot3wUfyb3ZY-unsplash.png,R,15,1,0,43624,21912,0,2.019801378250122
rohan-za04zuQO-Qo-unsplash.png,R,15,1,0,40919,24617,0,1.7473320960998535
rusty-watson-E4P3d5MxGro-unsplash.png,R,15,1,0,40076,25460,0,1.7557179927825928
saatvik-parab-MzXJQpXt1jU-unsplash.png,R,15,1,0,33563,31973,0,1.8652021884918213
sabina-sturzu-sHtJeNIzPe8-unsplash.png,R,15,1,0,36089,29447,0,1.9850730895996094
saso-tusar-yP19KADwhEI-unsplash.png,R,15,1,0,47406,18130,0,1.727219581604004
shiwa-Dh-B7mQxvK0-unsplash.png,R,15,1,0,46563,18973,0,1.6632649898529053
silviannnm-VsEk4cIlNk0-unsplash.png,R,15,1,0,33722,31814,0,1.6380500793457031
stanislav-pasikov-Ib-OzLm56Bg-unsplash.png,R,15,1,0,33775,31761,0,1.7166883945465088
stefan-stevsic-oyQMcChgkbQ-unsplash.png,R,15,1,0,33317,32219,0,1.681386947631836
the-lucky-neko-2R0JNId-rwg-unsplash.png,R,15,1,0,46756,18780,0,1.7615346908569336
the-lucky-neko-5RrtQPVK-lI-unsplash.png,R,15,1,0,36236,29300,0,1.5904102325439453
the-lucky-neko-AH7JYgyAlqA-unsplash.png,R,15,1,0,46825,18711,0,2.534043073654175
the-lucky-neko-BFsfZQeXAx8-unsplash.png,R,15,1,0,43717,21819,0,1.9409754276275635
the-lucky-neko-MEQFUHzCtAo-unsplash.png,R,15,1,0,50852,14684,0,4.945660829544067
the-lucky-neko-WNoYQaAtCfo-unsplash.png,R,15,1,0,46971,18565,0,1.5985517501831055
the-lucky-neko-rplhB9mYF48-unsplash.png,R,15,1,0,34784,30752,0,1.8376474380493164
the-lucky-neko-tUTlUel_Nvs-unsplash.png,R,15,1,0,37641,27895,0,2.193683624267578
the3dragons-slvc2JXOmHk-unsplash.png,R,15,1,0,44190,21346,0,2.7425031661987305
volodymyr-dobrovolskyy-ZwGAbvobBuw-unsplash.png,R,15,1,0,33564,31972,0,1.9675862789154053
wesley-balten-Mw7buviae0A-unsplash.png,R,15,1,0,35703,29833,0,1.596449613571167
yana-hurska-8lu-Dy_6V6U-unsplash.png,R,15,1,0,34383,31153,0,1.694462537765503
yansi-keim-koqiEVtbLWI-unsplash.png,R,15,1,0,33501,32035,0,1.6461513042449951
yibo-wang-AJsrtjmNFuU-unsplash.png,R,15,1,0,35236,30300,0,1.5542771816253662
aditya-sethia-6f1FHlC080A-unsplash.png,R,25,1,0,33799,31737,0,1.7093002796173096
aditya-sethia-ip25moYmzaw-unsplash.png,R,25,1,0,33825,31711,0,1.5574805736541748
aditya-sethia-n3S3byJlHBk-unsplash.png,R,25,1,0,34157,31379,0,1.581162452697754
adrian-kuma-pLwqsVFhAbg-unsplash.png,R,25,1,0,38972,26564,0,1.6783397197723389
alexander-tsang-lps5cLZ6j2g-unsplash.png,R,25,1,0,34431,31105,0,1.5739758014678955
alexandre-boucey-CDxeDdf9WB4-unsplash.png,R,25,1,0,37106,28430,0,1.6168034076690674
amy-dsouza--dUpJStSCfw-unsplash.png,R,25,1,0,33166,32370,0,2.6318142414093018
andreea-v-smgqIwTvf0M-unsplash.png,R,25,1,0,33216,32320,0,5.842113256454468
anna-delliou--Zjsn9sUxto-unsplash.png,R,25,1,0,33283,32253,0,2.8368728160858154
anna-ogiienko-DM2Gr9U7lHo-unsplash.png,R,25,1,0,37635,27901,0,2.3739137649536133
anusha-barwa-ppKcYi1CXcI-unsplash.png,R,25,1,0,34245,31291,0,1.9864518642425537
arunjith-nattika-7FEsBOHAZi8-unsplash.png,R,25,1,0,37197,28339,0,2.3351552486419678
arunjith-nattika-IN_cuy-07DQ-unsplash.png,R,25,1,0,34382,31154,0,2.462158679962158
arunjith-nattika-UDZyhW7wi5k-unsplash.png,R,25,1,0,35263,30273,0,2.3561909198760986
arunjith-nattika-puCwEtQRbY4-unsplash.png,R,25,1,0,37263,28273,0,2.328580617904663
atharva-whaval-v04I1xrOY_k-unsplash.png,R,25,1,0,33316,32220,0,2.000283718109131
bohdan-turchyk-JIba3lvYNSo-unsplash.png,R,25,1,0,35071,30465,0,2.564876079559326
caleb-woods-kwEIP4ifUsg-unsplash.png,R,25,1,0,33652,31884,0,2.290395975112915
cedric-vt-IuJc2qh2TcA-unsplash.png,R,25,1,0,39119,26417,0,1.9173409938812256
cesar-boaventura-PaxqKH21xYU-unsplash.png,R,25,1,0,33475,32061,0,2.3303866386413574
charlie-deets-TKgOIwPVmkg-unsplash.png,R,25,1,0,35895,29641,0,2.1181108951568604
crea_-tenew7-8xyY-Z_FLsQ-unsplash.png,R,25,1,0,32921,32615,0,4.6920082569122314
dan-cristian-padure-CAFrWrUX_8k-unsplash.png,R,25,1,0,33364,32172,0,1.5356566905975342
daniel-fox-bB3R8Oq8d3s-unsplash.png,R,25,1,0,33302,32234,0,1.5399551391601562
dary-lam-aWi-h-5LAIo-unsplash.png,R,25,1,0,33599,31937,0,1.7849760055541992
default-cameraman-jxYBtmmeSgA-unsplash.png,R,25,1,0,33191,32345,0,1.6024894714355469
diana-rafira-0OTOmSTsLjc-unsplash.png,R,25,1,0,42070,23466,0,1.6528496742248535
dong-cheng-wTJhPgoMJ-E-unsplash.png,R,25,1,0,35080,30456,0,1.6649096012115479
erika-lowe-_omWvydhvYI-unsplash.png,R,25,1,0,38063,27473,0,1.9026110172271729
eunkwang-choi-0IZog-f0R_M-unsplash.png,R,25,1,0,38962,26574,0,1.7203686237335205
fahrul-razi-Q3AMrYJw_9w-unsplash.png,R,25,1,0,34878,30658,0,2.384125232696533
fr0ggy5-Eo_ncrYjvO4-unsplash.png,R,25,1,0,34637,30899,0,2.4419913291931152
fr0ggy5-XH8_H2QN7gs-unsplash.png,R,25,1,0,33432,32104,0,1.5890910625457764
fr0ggy5-n4CsSYz4V5A-unsplash.png,R,25,1,0,35353,30183,0,1.6789021492004395
fr0ggy5-uCGY3dWJezw-unsplash.png,R,25,1,0,37556,27980,0,1.7162964344024658
fr0ggy5-yWHgoN2O3F8-unsplash.png,R,25,1,0,33369,32167,0,1.761232852935791
francesco-ungaro-48bZh32St1Q-unsplash.png,R,25,1,0,34286,31250,0,1.419579029083252
frecia-chirinos-Hvd7GD10xRs-unsplash.png,R,25,1,0,37343,28193,0,1.485267162322998
geoff-oliver-_11WJbxYZ6U-unsplash.png,R,25,1,0,33081,32455,0,1.5005395412445068
geoff-oliver-iQBaXwl7AVo-unsplash.png,R,25,1,0,33750,31786,0,1.456413984298706
gleb-khodiakov-0VrQIF-jYAY-unsplash.png,R,25,1,0,37718,27818,0,4.090352296829224
hanmer-zh-CVS4kWJaYLs-unsplash.png,R,25,1,0,34815,30721,0,1.4372143745422363
ivan-stepanov-K-rlmMEHDxc-unsplash.png,R,25,1,0,35697,29839,0,1.5037710666656494
jack1007-1WiR5zUsaPo-unsplash.png,R,25,1,0,39183,26353,0,1.5082483291625977
jan-kopriva-IZ7W626JoQs-unsplash.png,R,25,1,1,32680,32856,0,1.5835533142089844
joylynn-goh-QyC9YXSbqqU-unsplash.png,R,25,1,0,36140,29396,0,1.6267015933990479
julia-kadel-T0YlQSzr7lE-unsplash.png,R,25,1,0,35694,29842,0,1.4943594932556152
kaan-melhemci-k9YK2onsceE-unsplash.png,R,25,1,0,33047,32489,0,1.6658051013946533
kabo-BHJs5TZ-Nt0-unsplash.png,R,25,1,0,37333,28203,0,1.5158839225769043
kabo-NjWZ07sPEJE-unsplash.png,R,25,1,0,39386,26150,0,1.536409854888916
kabo-OouGoqQuf64-unsplash.png,R,25,1,0,40154,25382,0,1.5479254722595215
kabo-ng9yenZfeuI-unsplash.png,R,25,1,0,36669,28867,0,1.508007287979126
kabo-p6yH8VmGqxo-unsplash.png,R,25,1,0,36811,28725,0,1.4145996570587158
kabo-sR0cTmQHPug-unsplash.png,R,25,1,0,38621,26915,0,1.4430670738220215
kari-shea-FilM6ng7VGQ-unsplash.png,R,25,1,0,41357,24179,0,1.4269030094146729
king-cho-EuX29PhTNdw-unsplash.png,R,25,1,0,35046,30490,0,1.4695322513580322
le-thanh-son-aATmDHlAuPc-unsplash.png,R,25,1,0,34475,31061,0,1.4313404560089111
le-thanh-son-jUm_j2QCmIg-unsplash.png,R,25,1,0,34102,31434,0,1.4345386028289795
maicol-santos-JI7aL1aMLHc-unsplash.png,R,25,1,0,38135,27401,0,1.5016307830810547
marie-michele-bouchard-9MXrPaCvDps-unsplash.png,R,25,1,0,36750,28786,0,1.436941146850586
megan-lee-39qcA9ExQnE-unsplash.png,R,25,1,0,35170,30366,0,1.4583163261413574
melanie-andersen-Agbtans6EUM-unsplash.png,R,25,1,0,33901,31635,0,4.0802037715911865
melanie-andersen-da0u7-jIVrc-unsplash.png,R,25,1,0,33755,31781,0,1.5084829330444336
michael-kater-UTREkJVIphU-unsplash.png,R,25,1,0,32961,32575,0,1.4218754768371582
mishal-ibrahim-DoETxFMxhOY-unsplash.png,R,25,1,0,40281,25255,0,1.4206714630126953
muhammad-shah-zeb-LFCXaxok7oo-unsplash.png,R,25,1,0,39374,26162,0,1.4721240997314453
niranjan-ePZevrGGVJ4-unsplash.png,R,25,1,0,33185,32351,0,1.4629409313201904
noor-yoosuf-e0rVIjVzpxU-unsplash.png,R,25,1,0,34551,30985,0,1.414649248123169
omar-d-o5TP_3E6nZw-unsplash.png,R,25,1,0,39121,26415,0,1.4161598682403564
payam-moin-afshari-cSCJvz0gzu4-unsplash.png,R,25,1,0,38289,27247,0,1.5053355693817139
phan-th-thu-trang-0O--QJaJTYA-unsplash.png,R,25,1,0,34133,31403,0,1.4230763912200928
