filename,channel,rate,label,detected,p_value,chi2,dof,time_sec
aditya-sethia-6f1FHlC080A-unsplash.png,R,0,0,0,8.491651879657232e-74,652.4751308523904,121,0.08289098739624023
aditya-sethia-ip25moYmzaw-unsplash.png,R,0,0,0,1.7642494047565948e-132,916.0470148579403,99,0.02027726173400879
aditya-sethia-n3S3byJlHBk-unsplash.png,R,0,0,0,9.791195660486958e-163,1129.4033247449192,122,0.0158233642578125
adrian-kuma-pLwqsVFhAbg-unsplash.png,R,0,0,0,0.0,22525.354371106132,108,0.009705781936645508
alexander-tsang-lps5cLZ6j2g-unsplash.png,R,0,0,0,0.0,2435.0947666423476,108,0.013898849487304688
alexandre-boucey-CDxeDdf9WB4-unsplash.png,R,0,0,0,0.0,12927.06145180819,125,0.014059782028198242
amy-dsouza--dUpJStSCfw-unsplash.png,R,0,0,0,6.638277304503421e-114,887.4922709280098,128,0.021100997924804688
andreea-v-smgqIwTvf0M-unsplash.png,R,0,0,0,0.0,2192.5380527454913,117,0.016132593154907227
anna-delliou--Zjsn9sUxto-unsplash.png,R,0,0,0,5.026668314886014e-157,1059.6073710179792,106,0.015633583068847656
anna-ogiienko-DM2Gr9U7lHo-unsplash.png,R,0,0,0,0.0,2366.1818185731813,125,0.014440059661865234
anusha-barwa-ppKcYi1CXcI-unsplash.png,R,0,0,0,0.0,3429.566532062149,125,0.020026445388793945
arunjith-nattika-7FEsBOHAZi8-unsplash.png,R,0,0,0,0.0,2687.0918638021176,124,0.02314901351928711
arunjith-nattika-IN_cuy-07DQ-unsplash.png,R,0,0,0,4.623584329316777e-94,773.3507690808133,125,0.026729583740234375
arunjith-nattika-UDZyhW7wi5k-unsplash.png,R,0,0,0,2.4173507053743275e-176,1209.4167137736808,126,0.020624399185180664
arunjith-nattika-puCwEtQRbY4-unsplash.png,R,0,0,0,0.0,8895.233117425623,117,0.024779081344604492
atharva-whaval-v04I1xrOY_k-unsplash.png,R,0,0,0,1.190388727160262e-76,662.195380487358,118,0.01566910743713379
bohdan-turchyk-JIba3lvYNSo-unsplash.png,R,0,0,0,3.828817816515314e-105,797.211605278442,109,0.014688968658447266
caleb-woods-kwEIP4ifUsg-unsplash.png,R,0,0,0,2.530582358412471e-134,952.7904569651671,110,0.016971588134765625
cedric-vt-IuJc2qh2TcA-unsplash.png,R,0,0,0,0.0,78289.599521573,128,0.017187118530273438
cesar-boaventura-PaxqKH21xYU-unsplash.png,R,0,0,0,0.0,2438.193152939343,124,0.018433570861816406
charlie-deets-TKgOIwPVmkg-unsplash.png,R,0,0,0,0.0,52616.61043688171,119,0.00965571403503418
crea_-tenew7-8xyY-Z_FLsQ-unsplash.png,R,0,0,0,0.0,2833.721446719977,128,0.02176189422607422
dan-cristian-padure-CAFrWrUX_8k-unsplash.png,R,0,0,0,1.420501080953269e-52,537.781819585457,125,0.015576362609863281
daniel-fox-bB3R8Oq8d3s-unsplash.png,R,0,0,0,2.994303841119182e-26,376.1834198106704,128,0.014826774597167969
dary-lam-aWi-h-5LAIo-unsplash.png,R,0,0,0,1.724676824086737e-168,1099.5507165609415,99,0.0217587947845459
default-cameraman-jxYBtmmeSgA-unsplash.png,R,0,0,0,7.855521984591158e-24,349.6218993738258,122,0.01840949058532715
diana-rafira-0OTOmSTsLjc-unsplash.png,R,0,0,0,0.0,104645.9623659643,119,0.017351627349853516
dong-cheng-wTJhPgoMJ-E-unsplash.png,R,0,0,0,9.335120217433494e-69,632.0933743956659,125,0.02368640899658203
erika-lowe-_omWvydhvYI-unsplash.png,R,0,0,0,0.0,1926.7987878120666,128,0.011153936386108398
eunkwang-choi-0IZog-f0R_M-unsplash.png,R,0,0,0,0.0,6094.1483866289,128,0.016971349716186523
fahrul-razi-Q3AMrYJw_9w-unsplash.png,R,0,0,0,1.2086380670026422e-267,1675.402316750421,128,0.016587018966674805
fr0ggy5-Eo_ncrYjvO4-unsplash.png,R,0,0,0,1.6795624935979137e-192,1281.6238461092112,122,0.01936936378479004
fr0ggy5-XH8_H2QN7gs-unsplash.png,R,0,0,0,0.0,3497.099998455784,122,0.01831984519958496
fr0ggy5-n4CsSYz4V5A-unsplash.png,R,0,0,0,0.0,6280.570001287602,128,0.016550064086914062
fr0ggy5-uCGY3dWJezw-unsplash.png,R,0,0,0,0.0,15968.598076679642,127,0.012740612030029297
fr0ggy5-yWHgoN2O3F8-unsplash.png,R,0,0,0,5.793358803565481e-239,1512.9387990824785,121,0.017750024795532227
francesco-ungaro-48bZh32St1Q-unsplash.png,R,0,0,0,0.0,3606.525508127779,128,0.017373085021972656
frecia-chirinos-Hvd7GD10xRs-unsplash.png,R,0,0,0,0.0,18752.317852690332,123,0.01602935791015625
geoff-oliver-_11WJbxYZ6U-unsplash.png,R,0,0,0,2.6777362875040773e-119,916.3562246588718,128,0.025183677673339844
geoff-oliver-iQBaXwl7AVo-unsplash.png,R,0,0,0,0.0,3924.816719005149,128,0.01993393898010254
gleb-khodiakov-0VrQIF-jYAY-unsplash.png,R,0,0,0,0.0,18279.45286020548,116,0.0225677490234375
hanmer-zh-CVS4kWJaYLs-unsplash.png,R,0,0,0,0.0,3989.4143852095776,103,0.01947021484375
ivan-stepanov-K-rlmMEHDxc-unsplash.png,R,0,0,0,0.0,29987.961588054877,118,0.015478849411010742
jack1007-1WiR5zUsaPo-unsplash.png,R,0,0,0,7.362684554329554e-146,1017.4446683505719,112,0.013478279113769531
jan-kopriva-IZ7W626JoQs-unsplash.png,R,0,0,0,4.783113960356364e-22,306.2483045502948,103,0.018050432205200195
joylynn-goh-QyC9YXSbqqU-unsplash.png,R,0,0,0,0.0,3477.2621737718678,120,0.015862226486206055
julia-kadel-T0YlQSzr7lE-unsplash.png,R,0,0,0,0.0,18074.26645034615,127,0.01586318016052246
kaan-melhemci-k9YK2onsceE-unsplash.png,R,0,0,0,5.2126994180747096e-145,1052.1264800670558,128,0.017264127731323242
kabo-BHJs5TZ-Nt0-unsplash.png,R,0,0,0,0.0,5374.80146137194,119,0.01578688621520996
kabo-NjWZ07sPEJE-unsplash.png,R,0,0,0,0.0,6036.946341364027,84,0.011715173721313477
kabo-OouGoqQuf64-unsplash.png,R,0,0,0,0.0,10858.913717552814,119,0.013174057006835938
kabo-ng9yenZfeuI-unsplash.png,R,0,0,0,0.0,2111.5985605263672,112,0.014889955520629883
kabo-p6yH8VmGqxo-unsplash.png,R,0,0,0,0.0,5450.226402939811,113,0.013550758361816406
kabo-sR0cTmQHPug-unsplash.png,R,0,0,0,0.0,2130.1276080817843,106,0.014296770095825195
kari-shea-FilM6ng7VGQ-unsplash.png,R,0,0,0,0.0,11239.440045483576,110,0.009507417678833008
king-cho-EuX29PhTNdw-unsplash.png,R,0,0,0,0.0,28310.97542924462,128,0.009939193725585938
le-thanh-son-aATmDHlAuPc-unsplash.png,R,0,0,0,4.0950029293010286e-125,890.2866921923267,104,0.01396632194519043
le-thanh-son-jUm_j2QCmIg-unsplash.png,R,0,0,0,3.020233088273953e-51,477.3643665413433,98,0.016757488250732422
maicol-santos-JI7aL1aMLHc-unsplash.png,R,0,0,0,2.954148328930514e-299,1773.7360966081242,108,0.013648509979248047
marie-michele-bouchard-9MXrPaCvDps-unsplash.png,R,0,0,0,0.0,5964.433082808572,107,0.011910200119018555
megan-lee-39qcA9ExQnE-unsplash.png,R,0,0,0,4.339489930394098e-47,493.5517057002219,119,0.013212919235229492
melanie-andersen-Agbtans6EUM-unsplash.png,R,0,0,0,0.0,2456.9628023318255,128,0.015717267990112305
melanie-andersen-da0u7-jIVrc-unsplash.png,R,0,0,0,0.0,4060.40225993807,128,0.013994216918945312
michael-kater-UTREkJVIphU-unsplash.png,R,0,0,0,4.572187659392548e-25,336.6801853471262,109,0.014681339263916016
mishal-ibrahim-DoETxFMxhOY-unsplash.png,R,0,0,0,0.0,33232.81242375515,120,0.011333942413330078
